"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"4110",4110,4110," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4111",4111,4111," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4112",4112,4112,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Web Client",57
"4113",4113,4113," A must read piece on  demonetization by  in today s   Fighting corruption  Right   ",2,0,0,"negative","06","23"," Android",8
"4114",4114,4114," Police men beats industrialists  Ambani groups  Black Money holders for standing in  queue  Demonetization  This cop des ",1,3,0,"positive","06","23"," Android",11
"4115",4115,4115,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," iPhone",57
"4116",4116,4116,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Android",57
"4117",4117,4117,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Web Client",57
"4118",4118,4118," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4119",4119,4119," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","06","23"," Web Client",105
"4120",4120,4120,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," iPhone",57
"4121",4121,4121,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Android",57
"4122",4122,4122,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Android",57
"4123",4123,4123,"Must Read   Cashless  Demonetization  Economics ",0,0,1,"neutral","06","23","Facebook",0
"4124",4124,4124," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","06","23"," Web Client",105
"4125",4125,4125,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," iPhone",57
"4126",4126,4126," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4127",4127,4127,"   Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp will defuse disruption",1,1,0,"positive","06","23"," Web Client",57
"4128",4128,4128," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4129",4129,4129," Naxalites are either surrendering or being killed   DeMonetization played a part   ",1,0,0,"negative","06","23"," Android",5
"4130",4130,4130," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4131",4131,4131," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23","Mobile Web (M5)",637
"4132",4132,4132,"when we start gd work then many obstacles are come but i think its a gd sign  Demonetization is good fr me",0,1,0,"positive","06","23"," Web Client",0
"4133",4133,4133," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4134",4134,4134," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4135",4135,4135," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4136",4136,4136," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4137",4137,4137," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4138",4138,4138," Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  ",1,0,0,"negative","06","23"," Android",38
"4139",4139,4139," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4140",4140,4140,"  DeMonetization followed by  Vyapam mother of all scams  ",1,1,0,"positive","06","23"," Android",2
"4141",4141,4141,"  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan       ",0,1,0,"positive","06","23"," Web Client",6
"4142",4142,4142,"3 Member of Central Team will visit  Odisha to make on the spot assessment of  demonetization drive taken by Union  ",0,1,0,"positive","06","23"," Web Client",0
"4143",4143,4143,"The demonetisation might have seemed positive but the cash crunch and long queues are really frustrating    Demonetization",1,1,0,"positive","06","23"," iPhone",0
"4144",4144,4144," The mic of a BSP leader was snatched away from him as he started praising Modiji for his  Demonetization move during Mayawati ",0,1,0,"positive","06","23"," Android",9
"4145",4145,4145," Police men beats industrialists  Ambani groups  Black Money holders for standing in  queue  Demonetization  This cop des ",1,3,0,"positive","06","23"," Android",11
"4146",4146,4146," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4147",4147,4147," Will an escalation on the border be Modi s answer to issues with  Demonetization   Replacing issues with graver issues ",0,0,1,"neutral","06","23"," iPhone",4
"4148",4148,4148,"  please ask mr vadera to give his worthless views on the  Demonetization  It would be fun to listen to him too ",1,1,0,"positive","06","23"," Android",0
"4149",4149,4149," Please stop with the  X died due to demonetization  posts  Correlation does not imply causation   demonetization",0,0,1,"neutral","06","23"," Android",5
"4150",4150,4150," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4151",4151,4151," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4152",4152,4152," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4153",4153,4153," Before the Bypolls  this will decide  Demonetization of Modi    After the results  Bypolls has nothing to do with  Demonetizat ",0,0,1,"neutral","06","23"," iPad",49
"4154",4154,4154," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4155",4155,4155," Police men beats industrialists  Ambani groups  Black Money holders for standing in  queue  Demonetization  This cop des ",1,3,0,"positive","06","23"," Android",11
"4156",4156,4156," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4157",4157,4157," Whenever I look at the  demonetization survey  I think of my Research Methodology professor giving me a 0 if I used suc ",0,2,0,"positive","06","23"," Android",3
"4158",4158,4158," Before the Bypolls  this will decide  Demonetization of Modi    After the results  Bypolls has nothing to do with  Demonetizat ",0,0,1,"neutral","06","23"," Android",49
"4159",4159,4159," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4160",4160,4160," U 20B9 40 lakh looted from J amp K Bank branch of Sarthal in Kishtwar   U 20B9 20 lakh is in new denominations   DeMonetization",0,0,1,"neutral","06","23"," Web Client",1
"4161",4161,4161," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4162",4162,4162," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23","Mobile Web (M5)",637
"4163",4163,4163," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"4164",4164,4164,"  Demonetization move has dealt a body blow to the nefarious designs of  Pakistan  Separatist nexus    KashmirUnrest  Gui ",2,0,0,"negative","06","23"," Android",10
"4165",4165,4165," RajyaSabha adjourned till 12 noon over  demonetization issue     All India Radio News  airnewsalerts  November 23  2016",0,1,0,"positive","06","23","IFTTT",0
"4166",4166,4166," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Windows Phone",637
"4167",4167,4167," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4168",4168,4168," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4169",4169,4169,"   ed  U 00A0  U 00BD  ed  U 00B9  U 008F  I m with you    Demonetization was a good decision against Corruption  but why it was not planned and execut ",1,1,0,"positive","06","23"," Android",27
"4170",4170,4170," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"4171",4171,4171," Man ends life over fund shortage ahead of daughter s wedding in Gujarat    Demonetization    ",1,2,0,"positive","06","23"," Android",24
"4172",4172,4172," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","06","23"," Android",132
"4173",4173,4173," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","06","23"," iPhone",331
"4174",4174,4174," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPad",637
"4175",4175,4175," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"4176",4176,4176," Please stop with the  X died due to demonetization  posts  Correlation does not imply causation   demonetization",0,0,1,"neutral","06","23"," Web Client",5
"4177",4177,4177," Don t fall for rumours on  Demonetization   Follow      for real news    Issued In Public Interes ",1,3,0,"positive","06","23"," Web Client",16
"4178",4178,4178," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
